COD_ANT;COD_COMPLETO;OTROS_COD;CODIGO;COD_COMPUESTO;ID_GC;ID_AUX;DESCRIP_ARPRO;COMPLEMENTOS;MARCA;MODELO;SERIE;PROCESADOR;GENERACION;HDD;RAM;MATERIAL;COLOR;MEDIDAS;CUSTODIO;OBSERV;DESCRIPCION;ESTADO;DEPARTAMENTO;EDIFICIO;PISO;UBI_ESPEC;OFICINA;ID_RESP;INVENTARIADOR;FECHA
35080242015;035-08-02-42-015;35030242005/CNC 1200100012 CNC ;00758;AOE-00758;2;43;SOFA;ASIENTO ESPALDAR TAPIZ TELA CAFê, 1 CUERPO, 2 COJINES;;;;;;;;MADERA;CAFê;;;COJINES DESGASTADO, TAPIZ DETERIORADO;SOFA DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA CAFê, 1 CUERPO, 2 COJINES ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35080242016;035-08-02-42-016;-/-;00759;AOE-00759;2;43;SOFA;ASIENTO ESPALDAR TAPIZ TELA CAFê, 1 CUERPO, 2 COJINES;;;;;;;;MADERA;CAFê;;;FALTA COJINES, TAPIZ DETERIORADO;SOFA DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA CAFê, 1 CUERPO, 2 COJINES ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
SIN CODIGO;;;00760;AOE-00760;2;42;SILLON GIRATORIO ;ASIENTO ESPALDAR TAPIZ TELA PLOMA, CON APOYA BRAZOS;;;;;;;;METAL;PLOMO;;;FALTA PATAS, TAPIZ DA•ADO CODIGO DUPLICADO CON 35010242042;SILLON GIRATORIO  DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ TELA PLOMA, CON APOYA BRAZOS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242064;035-01-02-42-064;35010242086/M-05-0072 / SNP-0714 / SNP-M-05 -0072 / CNC 120?-;00761;AOE-00761;2;42;SILLON GIRATORIO ;ASIENTO ESPALDAR TAPIZ TELA PLOMA, 4 RUEDAS;;;;;;;;METAL;PLOMO;;;TAPIZ DESGASTADO, SILLON DESNIVELADO;SILLON GIRATORIO  DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ TELA PLOMA, 4 RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010214050;035-01-02-14-050;35010207059/SNP-0738 / SNP-M-02-0057 / AADAA-20-04 / AADAA-LP-1A-5-01-05 ;00762;AOE-00762;2;14;ESCRITORIO ;FORRO CON FORMICA, 6 CAJAS, 1 CAJON;;;;;;;;MADERA;CAFê;78x78x156;;FORMICA DESGASTADA, FALTAN CAJAS;ESCRITORIO  DE MADERA COLOR CAFê DE 78x78x156 Cm. CON FORRO CON FORMICA, 6 CAJAS, 1 CAJON ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35011501137;035-01-15-01-137;35011501016/RD04029;00763;AOE-00763;15;100;CPU 1 FLOPPYDISK;1 FLOPPYDISK;IBM;"R89""SL-C""";78N0099;;;;;;BLANCO;;;EQUIPO OBSOLETO, FUERA DE USO;"CPU 1 FLOPPYDISK MARCA IBM MODELO R89""SL-C"" S/N: 78N0099 COLOR BLANCO CON 1 FLOPPYDISK ";6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35011502060;035-01-15-02-060;35011502064/AADAA-01-20-0034  ;00764;AOE-00764;15;110;"MONITOR VGA DE 14""";;SAMSUNG;CQA4147;H7XG701182;;;;;;BLANCO;;;EQUIPO OBSOLETO, FUERA DE USO;"MONITOR VGA DE 14"" MARCA SAMSUNG MODELO CQA4147 S/N: H7XG701182 COLOR BLANCO ";6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35081504005;035-08-15-04-005;35011504024/SNP-0833 / SNP-C-04-0038 / AADAA 01-20-0119  ;00765;AOE-00765;15;107;IMPRESORA MATRICIAL;;EPSON;LQ-1070;64T0001544;;;;;;BEIGE;;;EQUIPO OBSOLETO, FUERA DE USO;IMPRESORA MATRICIAL MARCA EPSON MODELO LQ-1070 S/N: 64T0001544 COLOR BEIGE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35011504034;035-01-15-04-034;35011504036/SNP-0889 / AADAA 01-20-0020 / SNP-C-04-0022 / ;00766;AOE-00766;15;107;IMPRESORA MATRICIAL CARRO LARGO;;EPSON;LQ-1070;1X61000853;;;;;;BEIGE;;;EQUIPO OBSOLETO, FUERA DE USO;IMPRESORA MATRICIAL CARRO LARGO MARCA EPSON MODELO LQ-1070 S/N: 1X61000853 COLOR BEIGE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010232016;035-01-02-32-016;35010233008/AADAA  01-11-  0297 / SNP-M-03-0037 / AADAA LP PE-5-04-001  ;00767;AOE-00767;2;29;MESA DE COMPUTADORA 1 BANDEJA CORREDIZA, 1 CAJA, 1 DIVISION;;;;;;;;;METAL-MADERA;NEGRO;70x71x120;;FALTA BANDEJA CORREDIZA, FALTA CAJA, MUEBLE DESARMADO;MESA DE COMPUTADORA 1 BANDEJA CORREDIZA, 1 CAJA, 1 DIVISION DE METAL-MADERA COLOR NEGRO DE 70x71x120 Cm. ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010214025;035-01-02-14-025;35010207065/SNP-M-02-0073/SNP-0636/AADAA 01-11-0121/AADAA-LP-DA-5-01-02;00768;AOE-00768;2;14;ESCRITORIO ;FORRO CON FORMICA, 3 CAJAS, 1 CAJON;;;;;;;;MADERA;CAFê;78x69x120;;FALTA 2 CAJAS, 1 CAJON, FORMICA DESGASTADA;ESCRITORIO  DE MADERA COLOR CAFê DE 78x69x120 Cm. CON FORRO CON FORMICA, 3 CAJAS, 1 CAJON ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242061;035-01-02-42-061;35010242077/SNP-0566 / SNP -M-05-0103 / AADAA-LP-FT-5-02-02 / 510510025;00769;AOE-00769;2;42;SILLON GIRATORIO;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS, 4 RUEDAS;;;;;;;;METAL;CAFê;;;FALTAN RUEDAS, TAPIZ DESGASTADO;SILLON GIRATORIO DE METAL COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS, 4 RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242074;035-01-02-42-074;35010242087/SNP-0686 / AADAA 01-11-0299   ;00770;AOE-00770;2;42;SILLON GIRATORIO;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS, 4 RUEDAS;;;;;;;;METAL;NEGRO;;;FALTA RUEDAS, TAPIZ DESGASTADO;SILLON GIRATORIO DE METAL COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS, 4 RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242005;035-01-02-42-005;35010242118/AADAA-LP-FC-5-02-03 / AADAA 01-11-0255 / SNP-0942 ;00771;AOE-00771;2;42;SILLON FIJO;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS;;;;;;;;MADERA;NEGRO;;;TAPIZ ROTO PINTURA DESGASTADA;SILLON FIJO DE MADERA COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242051;035-01-02-42-051;35010242092/SNP-M-04-0114 / SNP-0760 / AADAA 01110293 / LP/FD/5/03/011;00772;AOE-00772;2;42;SILLON FIJO ;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS ;;;;;;;;MADERA;CAFê;;;FALTA APOYABRAZOS, TAPIZ DESGASTADO;SILLON FIJO  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA, CON APOYA BRAZOS  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35080241010;035-08-02-41-010;35010241134/SNP-1281 / AADAA-01-11-0920 / SNP-M-04-0129 ;00773;AOE-00773;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CUERINA ROJA;;;;;;;;MADERA;CAFê;;;CUERINA DESGASTADA;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA ROJA ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010241081;035-01-02-41-081;35010241102/SNP-M-04-0122 / AADAA 01-11-0320 / SNP-0854 / AADAA-LP-FR-5-03-11 / AADAA-54-32;00774;AOE-00774;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CUERINA ROJA;;;;;;;;MADERA;CAFê;;;TAPIZ ROTO, SIN BASE;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA ROJA ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35080241040;035-08-02-41-040;-/AADAA-LP-FC-5-03-01 / AADAA-51-56;00775;AOE-00775;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ TELA CAFê;;;;;;;;MADERA;CAFê;;;TAPIZ DESGASTADO, COJIN DA•ADO;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA CAFê ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010241161;035-01-02-41-161;-/AADAA 01-11-0836 / SNP-M-04-0132 / SNP-1279 / ;00776;AOE-00776;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CUERINA ROJA;;;;;;;;MADERA;CAFê;;;TAPIZ DESGASTADO;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA ROJA ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010241160;035-01-02-41-160;-/AADAA 01-11-0393 / SNP-M-04-142 / AADAA-LP-FA-5-03-02 / AADAA052-055;00777;AOE-00777;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CUERINA ROJA;;;;;;;;MADERA;CAFê;;;TAPIZ DESGASTADO;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA ROJA ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010241170;035-01-02-41-170;-/AADAA-033-05 / AADAA-LP-AF-5-03-02  ;00778;AOE-00778;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CAFê;;;;;;;;MADERA;CAFê;;;PINTURA DESGASTADA, CUERINA DESGASTADA POR EL USO;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CAFê ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010241156;035-01-02-41-156;35010241139/SNP-1250/SNP-M-04-0123;00779;AOE-00779;2;41;SILLA FIJA ;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA;;;;;;;;MADERA;CAFê;;;BASE DA•ADA, TAPIZ DESGASTADO;SILLA FIJA  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35080242020;035-08-02-42-020;35030242003/14153JA033 / 2535 ;00780;AOE-00780;2;42;SILLON FIJO ;ASIENTO ESPALDAR TAPIZ TELA AZUL, CON APOYA BRAZOS ;;;;;;;;MADERA;CAFê;;;FALTA 1 PATA, TAPIZ DESGASTADO;SILLON FIJO  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA AZUL, CON APOYA BRAZOS  ;4;2;OFINAL;PB;DEPOSITO;OFINAL;192;LEONEL MIRANDA;45561
35010242052;035-01-02-42-052;35010242120/SNP-1021/SENAR-04-171;00781;AOE-00781;2;42;SILLON GIRATORIO SEMI EJECUTIVO ;ASIENTO ESPALDAR TAPIZ TELA NEGRA APOYABRAZOS Y RUEDAS;;;;;NO VISIBLE;;;METAL;PLOMO;;;;SILLON GIRATORIO SEMI EJECUTIVO  DE NO VISIBLE GEN. DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ TELA NEGRA APOYABRAZOS Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35081501052;035-08-15-01-052;-/SNPE/SC/GN/01-181 / UT-408 ;00782;AOE-00782;15;100;CPU;;SIN MARCA;SIN MODELO;SIN SERIE;;;;;;;;;;CPU MARCA SIN MARCA MODELO SIN MODELO S/N: SIN SERIE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35011510009;035-01-15-10-009;35011508004/UTBM-3-07-10 / SENAR-01-144  ;00783;AOE-00783;15;158;MINI HUB ;8 PUERTOS;ENCORE;XZ 850519T;C9E141182;;;;;;;;;;MINI HUB  MARCA ENCORE MODELO XZ 850519T S/N: C9E141182 CON 8 PUERTOS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35011510004;035-01-15-10-004;-/UTBM3-07-13 / SENAR-01-147  ;00784;AOE-00784;15;158;MINI HUB ;8 PUERTOS ;ENCORE;XZ 850519T;C8K002293;;;;;;;;;;MINI HUB  MARCA ENCORE MODELO XZ 850519T S/N: C8K002293 CON 8 PUERTOS  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080248001;035-08-02-48-001;-/SENAR-01-185 / UTBM-3-07-01-E ;00785;AOE-00785;2;48;TRANSFORMADOR DE VOLTAGE;;SIN MARCA;SIN MODELO;G9821617370;;;;;;;;;;TRANSFORMADOR DE VOLTAGE MARCA SIN MARCA MODELO SIN MODELO S/N: G9821617370 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35081517001;035-08-15-17-001;-/SNP-0681 / SNP-C-08-0018 / UTBM-3-0601T / SENAR-01-139;00786;AOE-00786;15;102;SCANNER ;;HP;SCANJET 6100c;SG7A1140B;;;;;;;;;;SCANNER  MARCA HP MODELO SCANJET 6100c S/N: SG7A1140B ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601019;035-01-36-01-019;35013603002/SNP 0156 / SNP-0-01-0030;00787;AOE-00787;2;149;MAQUINA SUMADORA;;ANTARES;P32;3210314;;;;;;;;;;MAQUINA SUMADORA MARCA ANTARES MODELO P32 S/N: 3210314 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601015;035-01-36-01-015;35013603041/SNP-0-01-0011 / SNP-0935  ;00788;AOE-00788;2;149;MAQUINA SUMADORA;;ANTARES;P32;10341;;;;;;;;;;MAQUINA SUMADORA MARCA ANTARES MODELO P32 S/N: 10341 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601017;035-01-36-01-017;35013603045/SNP 0758  ;00789;AOE-00789;2;149;MAQUINA SUMADORA;;SIN MARCA;SIN MODELO;SIN SERIE;;;;;;;;;;MAQUINA SUMADORA MARCA SIN MARCA MODELO SIN MODELO S/N: SIN SERIE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601016;035-01-36-01-016;35013603044/SNP-0-01-0043  ;00790;AOE-00790;2;149;MAQUINA SUMADORA;;ANTARES;P32;1050017;;;;;;;;;;MAQUINA SUMADORA MARCA ANTARES MODELO P32 S/N: 1050017 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601020;035-01-36-01-020;35013603003/SNP-0154 / SNP-0-01-0002 / 2/M/3;00791;AOE-00791;2;149;MAQUINA SUMADORA;;ANTARES;SIN MODELO;24271475;;;;;;;;;;MAQUINA SUMADORA MARCA ANTARES MODELO SIN MODELO S/N: 24271475 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013601021;035-01-36-01-021;35013603004/SNP-0153 / SNP-0-01-0031|10| M| 3;00792;AOE-00792;2;149;MAQUINA SUMADORA;;GOTEBORG;SIN MODELO;21167359;;;;;;;;;;MAQUINA SUMADORA MARCA GOTEBORG MODELO SIN MODELO S/N: 21167359 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010604010;035-01-06-04-010;35010610009/SNP-E-18-0005  ;00793;AOE-00793;5;78;RADIO GRABADORA;;NATIONAL PANASONIC;RF5000;33853C;;;;;;;;;;RADIO GRABADORA MARCA NATIONAL PANASONIC MODELO RF5000 S/N: 33853C ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35083807001;035-08-38-07-001;35020219001/SNP-1531 / E-01-0512 ;00794;AOE-00794;2;56;ESTUFA ELECTRICA TIPO RADIADOR;;SIN MARCA;SIN MODELO;SIN SERIE;;;;;;;;;;ESTUFA ELECTRICA TIPO RADIADOR MARCA SIN MARCA MODELO SIN MODELO S/N: SIN SERIE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080242008;035-08-02-42-008;35020242048/SNP-1846 / FMB-j1-1l ;00795;AOE-00795;2;42;SILLON DE UN CUERPO ;ASIENTO ESPALDAR TAPIZ TELA BEIGE APOYABRAZOS DE MADERA;;;;;;;;MADERA;CAFê;;;;SILLON DE UN CUERPO  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA BEIGE APOYABRAZOS DE MADERA ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080242007;035-08-02-42-007;35020242049/FMB-J1-1L / SNP-1847;00796;AOE-00796;2;42;SILLON DE UN CUERPO;ASIENTO ESPALDAR TAPIZ TELA BEIGE APOYABRAZOS DE MADERA;;;;;;;;MADERA;CAFê;;;DESGASTE DE TAPIZ;SILLON DE UN CUERPO DE MADERA COLOR CAFê CON ASIENTO ESPALDAR TAPIZ TELA BEIGE APOYABRAZOS DE MADERA ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080229005;035-08-02-29-005;35020232024/SNP-1777;00797;AOE-00797;2;29;MESA CIRCULAR TAPA FORMICA;;;;;;;;;MADERA;CAFê;79x170x111;;DESGASTE DE TAPA;MESA CIRCULAR TAPA FORMICA DE MADERA COLOR CAFê DE 79x170x111 Cm. ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010244004;035-01-02-44-004;35010245001/BE-04768 / SNP-M-04-0119 / ;00798;AOE-00798;2;44;TABURETE GIRATORIO ;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA;;;;;;;;METAL;PLOMO;;;SIN ASIENTO;TABURETE GIRATORIO  DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010241159;035-01-02-41-159;35010241064/SN-M-05-0052 / SNP-0438 / BE-01671 / ;00799;AOE-00799;2;41;SILLA GIRATORIA ;ASIENTO ESPALDAR TAPIZ TELA  CAFê  CON RUEDAS;;;;;;;;METAL;NEGRO;;;SIN ASIENTO;SILLA GIRATORIA  DE METAL COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ TELA  CAFê  CON RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080242001;035-08-02-42-001;35020242060/BE-0175 / FE-3-3-SB-002 ;00800;AOE-00800;2;42;SILLON GIRATORIO A;ASIENTO ESPALDAR TAPIZ CUERINA CAFê APOYABRAZOS Y RUEDAS;;;;;;;;METAL;PLOMO;;;DESGASTE SIN RUEDAS ;SILLON GIRATORIO A DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ CUERINA CAFê APOYABRAZOS Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080242013;035-08-02-42-013;35030242002/-;00801;AOE-00801;2;42;SILLON FIJO ;ASIENTO ESPALDAR REGILLA CON APOYABRAZOS ;;;;;;;;MADERA;CAFê;;;DESGASTE;SILLON FIJO  DE MADERA COLOR CAFê CON ASIENTO ESPALDAR REGILLA CON APOYABRAZOS  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080235001;035-08-02-35-001;35030237006/-;00802;AOE-00802;2;35;PERCHERO ;4 GANCHOS;;;;;;;;METAL;PLOMO;175;;;PERCHERO  DE METAL COLOR PLOMO DE 175 Cm. CON 4 GANCHOS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080214004;035-08-02-14-004;35030207002/SNP-2528 ;00803;AOE-00803;2;14;ESCRITORIO ;TAPA FORMICA 6 CAJONES ;;;;;;;;MADERA ;CAFê;78x186x80;;;ESCRITORIO  DE MADERA  COLOR CAFê DE 78x186x80 Cm. CON TAPA FORMICA 6 CAJONES  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010242161;035-01-02-42-161;35010242109/SNP-0824 / BE-03735 / SNP-M-05-0099 / ;00804;AOE-00804;2;41;SILLA GIRATORIA ;ASIENTO ESPALDAR TAPIZ TELA CAFê APOYABRAZOS Y RUEDAS;;;;;;;;METAL;NEGRO;;;DESMANTELADO SIN ESPALDAR SIN BASE;SILLA GIRATORIA  DE METAL COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ TELA CAFê APOYABRAZOS Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080241024;035-08-02-41-024;35030241009/BE-05144 ;00805;AOE-00805;2;41;SILLA GIRATORIA ;ASIENTO ESPALDAR TAPIZ CUERINA NEGRA CON RUEDAS;;;;;;;;METAL;PLOMO;;;GIRATORIO EN MAL ESTADO SIN RUEDAS;SILLA GIRATORIA  DE METAL COLOR PLOMO CON ASIENTO ESPALDAR TAPIZ CUERINA NEGRA CON RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080235003;035-08-02-35-003;35030237005/-;00806;AOE-00806;2;35;PERCHERO ;3 GANCHOS METALICOS;;;;;;;;MADERA;CAFê;179;;;PERCHERO  DE MADERA COLOR CAFê DE 179 Cm. CON 3 GANCHOS METALICOS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080235002;035-08-02-35-002;35030237001/BANEST BE-15721 ;00807;AOE-00807;2;35;PERCHERO ;6 GANCHOS METALICOS ;;;;;;;;MADERA;CAFê;175;;DESGASTE DE MADERA;PERCHERO  DE MADERA COLOR CAFê DE 175 Cm. CON 6 GANCHOS METALICOS  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010241168;035-01-02-41-168;35010241110/BE- 02148 / SNP M-05-0086 / SNP-0908 / SNP-1008;00808;AOE-00808;2;42;SILLON GIRATORIO ;ASIENTO ESPALDAR TAPIZ TELA CAFê CON RUEDAS;;;;;;;;METAL ;NEGRO;;;;SILLON GIRATORIO  DE METAL  COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ TELA CAFê CON RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010241154;035-01-02-41-154;35010241126/SNP-1422 / SNP-M-05-0095 / BE-03664 / 7FDCL0075 / ;00809;AOE-00809;2;42;SILLON GIRATORIO ;ASIENTO ESPALDAR TAPIZ TELA CAFê APOYABRAZOS Y RUEDAS;;;;;;;;METAL;NEGRO;;;SIN ESPALDAR TAPIZ DESGASTADO;SILLON GIRATORIO  DE METAL COLOR NEGRO CON ASIENTO ESPALDAR TAPIZ TELA CAFê APOYABRAZOS Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080241015;035-08-02-41-015;-/SNP-024-0047 ;00810;AOE-00810;2;41;SILLA FIJA;ASIENTO ESPALDAR CUERINA NEGRA ;;;;;;;;METAL ;BLANCO;;;SIN ESPALDAR;SILLA FIJA DE METAL  COLOR BLANCO CON ASIENTO ESPALDAR CUERINA NEGRA  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080220004;035-08-02-20-004;35030224002/BE-6198 ;00811;AOE-00811;2;20;GAVETERO ;TAPA METALICA 2 GAVETAS Y RUEDAS;;;;;;;;METAL;PLOMO;87x39x70;;;GAVETERO  DE METAL COLOR PLOMO DE 87x39x70 Cm. CON TAPA METALICA 2 GAVETAS Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35013807015;035-01-38-07-015;035-01-38-07-015/BE-00841  ;00812;AOE-00812;2;56;ESTUFA ELECTRICA;;ZANKER;EK20;;;;;;METAL;BEIGE;;;ROTO;ESTUFA ELECTRICA MARCA ZANKER MODELO EK20 DE METAL COLOR BEIGE ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35011504015;035-01-15-04-015;35011504113/SNP-C-04-0026 / BE-25930  ;00813;AOE-00813;15;107;IMPRESORA MATRICIAL CARRO LARGO;;EPSON;EX-1000;00P0002512;;;;;;;;;TAPa ROTA;IMPRESORA MATRICIAL CARRO LARGO MARCA EPSON MODELO EX-1000 S/N: 00P0002512 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35011504013;035-01-15-04-013;35011504111/SNP-0605 / SNP-C-04-0035  ;00814;AOE-00814;15;107;IMPRESORA MATRICIAL CARRO LARGO;;EPSON;FX-1050;10020683;;;;;;;;;TAPA ROTA;IMPRESORA MATRICIAL CARRO LARGO MARCA EPSON MODELO FX-1050 S/N: 10020683 ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35010241060;035-01-02-41-060;35010241056/SNP-0216 / SNP-M-04-0025 / BE-02147   ;00815;AOE-00815;2;41;SILLA GIRATORIA ;ASIENTO ESPALDAR TAPIZ TELA CAFê  Y RUEDAS;;;;;;;;METAL NEGRO;;;;SIN ESPALDAR;SILLA GIRATORIA  DE METAL NEGRO CON ASIENTO ESPALDAR TAPIZ TELA CAFê  Y RUEDAS ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
35080230001;035-08-02-30-001;35030249001/1882 3MO 003 / BANEST-BE-00/34 / 04-M-010;00816;AOE-00816;2;30;MESON;2 DIVISIONES 2 PUERTAS CORREDIZAS ;;;;;;;;MELAMINA;CAFê;75x150x45;;DESMANTELADO;MESON DE MELAMINA COLOR CAFê DE 75x150x45 Cm. CON 2 DIVISIONES 2 PUERTAS CORREDIZAS  ;6;2;OFINAL;PB;DEPOSITO;OFINAL;192;MARTIN  -  EDWIN;45562
